url,category_code,category_description,date_added,source,notes
https://tw.yahoo.com/,SRCH,Search Engines,2026-09-12,anoni.net,Yahoo Taiwan portal and search
https://www.pchome.com.tw/,SRCH,Search Engines,2026-09-12,anoni.net,PChome portal and search
https://webmail.hinet.net/,COMT,Communication Tools,2026-09-12,anoni.net,HiNet webmail - mail service of the largest Taiwanese ISP
https://hamivideo.hinet.net/,MMED,Media sharing,2026-09-12,anoni.net,Hami Video - streaming service of Chunghwa Telecom
https://www.litv.tv/,MMED,Media sharing,2026-09-12,anoni.net,LiTV - Taiwanese streaming service
https://www.myvideo.net.tw/,MMED,Media sharing,2026-09-12,anoni.net,myVideo - streaming service of Taiwan Mobile
https://www.hpa.gov.tw/,PUBH,Public Health,2026-09-12,anoni.net,Health Promotion Administration
https://www.npm.gov.tw/,CULTR,Culture,2026-09-12,anoni.net,National Palace Museum
https://www.tfam.museum/,CULTR,Culture,2026-09-12,anoni.net,Taipei Fine Arts Museum
https://www.openbook.org.tw/,CULTR,Culture,2026-09-12,anoni.net,Openbook - Taiwanese book review magazine
https://opinion.cw.com.tw/,POLR,Political Criticism,2026-09-12,anoni.net,Independent Opinion @CommonWealth - commentary platform. Returns 403 to non-browser clients
https://ani.gamer.com.tw/,MMED,Media sharing,2026-09-12,anoni.net,Bahamut Anime Crazy - major Taiwanese streaming service
https://www.eyny.com/,GRP,Social Networking,2026-09-12,anoni.net,Eyny - long running Taiwanese forum
https://tw.mail.yahoo.com/,COMT,Communication Tools,2026-09-12,anoni.net,Yahoo Mail Taiwan
https://www.sexedu.org.tw/,XED,Sex Education,2026-09-12,anoni.net,Taiwan Association of Sex Education
https://tian-jian.org/,NEWS,News Media,2026-09-12,anoni.net,Tian Jian - publication covering Chinese language media and press freedom. Returns 403 to non-browser clients
https://www.breadoflife.taipei/,REL,Religion,2026-09-12,anoni.net,Bread of Life Christian Church in Taipei
https://tcnn.org.tw/,REL,Religion,2026-09-12,anoni.net,Taiwan Church News Network - Presbyterian church news
https://www.ct.org.tw/,REL,Religion,2026-09-12,anoni.net,Christian Tribune - Chinese language Christian newspaper
https://www.cosmiccare.org/,REL,Religion,2026-09-12,anoni.net,Cosmic Light Holistic Care Organization
https://www.baoan.org.tw/,REL,Religion,2026-09-12,anoni.net,Dalongdong Baoan Temple - folk religion
https://www.blisswisdom.org/,REL,Religion,2026-09-12,anoni.net,Bliss and Wisdom - Buddhist order
https://www.enlighten.org.tw/,REL,Religion,2026-09-12,anoni.net,True Enlightenment Practitioners Association - Buddhist group
https://www.taipeimosque.org.tw/,REL,Religion,2026-09-12,anoni.net,Taipei Grand Mosque
https://www.tienti.org/,REL,Religion,2026-09-12,anoni.net,The Lord of Universe Church - Taiwanese new religious movement
https://mypaper.pchome.com.tw/,HOST,Hosting and Blogging Platforms,2026-09-12,anoni.net,PChome Personal News Station - long running blogging platform
https://firstory.me/,HOST,Hosting and Blogging Platforms,2026-09-12,anoni.net,Firstory - Taiwanese podcast hosting platform
https://www.net-chinese.com.tw/,HOST,Hosting and Blogging Platforms,2026-09-12,anoni.net,Net-Chinese - Taiwanese domain registrar and hosting provider
https://www.mitake.com.tw/,COMT,Communication Tools,2026-09-12,anoni.net,Mitake - Taiwanese SMS gateway provider
https://www.twrf.org.tw/,HUMR,Human Rights Issues,2026-09-12,anoni.net,Taipei Women Rescue Foundation - gender violence and trafficking
https://www.38.org.tw/,HUMR,Human Rights Issues,2026-09-12,anoni.net,Modern Women Foundation - domestic and sexual violence prevention
https://www.goodshepherd.org.tw/,HUMR,Human Rights Issues,2026-09-12,anoni.net,Good Shepherd Social Welfare Foundation - services for women and children
https://www.twh.org.tw/,XED,Sex Education,2026-09-12,anoni.net,Taiwan Womens Health Network - reproductive and womens health information
https://cloud.hinet.net/,HOST,Hosting and Blogging Platforms,2026-09-12,anoni.net,HiNet Cloud - cloud hosting service of Chunghwa Telecom
